47,13,324,Haxx Salaxxxxxxx,3,"(OVERALL EVALUATION) In this work, the authors present one of the problems of web data extraction, namely entity name extraction of authors in faculty directories with the purpose of enriching public bibliographic databases. They propose a statistical approach that combines textual and structural features of html web pages which produced high precision and recall upon testing it against a dataset they created of +11000 researchers.

The flow of the paper is good, with high clarity and organization. The authors covered the prior contributions extensively and with breadth. They also spread a good amount of the paper explaining the problem, and their approach and methodology to solve it. I was most impressed with the dataset that they collected and manually labelled. I hope the authors will publish it as well as this work so that the scientific community could benefit from it. Finally the experiments were sufficient and well documented. All in all this is a good balanced paper in my opinion. My only take is that it would have been much more impactful if they ran their experiments on the same testing dataset but using a couple of the other prior approaches from their related works section. Their 0.95 F-score is good but would have been more impactful if it was placed against the other methods results.","Overall evaluation: 2
Reviewer's confidence: 4
Recommend for best paper: yes",2,,,,,2018-02-17,11:37,no,,47,13,324,Hany Salaheldeen,3,"(OVERALL EVALUATION) In this work, the authors present one of the problems of web data extraction, namely entity name extraction of authors in faculty directories with the purpose of enriching public bibliographic databases. They propose a statistical approach that combines textual and structural features of html web pages which produced high precision and recall upon testing it against a dataset they created of +11000 researchers.

The flow of the paper is good, with high clarity and organization. The authors covered the prior contributions extensively and with breadth. They also spread a good amount of the paper explaining the problem, and their approach and methodology to solve it. I was most impressed with the dataset that they collected and manually labelled. I hope the authors will publish it as well as this work so that the scientific community could benefit from it. Finally the experiments were sufficient and well documented. All in all this is a good balanced paper in my opinion. My only take is that it would have been much more impactful if they ran their experiments on the same testing dataset but using a couple of the other prior approaches from their related works section. Their 0.95 F-score is good but would have been more impactful if it was placed against the other methods results.","Overall evaluation: 2
Reviewer's confidence: 4
Recommend for best paper: yes",2,,,,,2018-02-17,no
51,14,339,S and ipxx Sixxxx,3,"(OVERALL EVALUATION) This paper proposes a community-driven data curation system to enhance data understandability and reusability. The system focuses on linking relevant literature to the data as use contextual information to help users understand the data. I think this could be a very useful system to the research community. Although there are only a handful of data repositories available, metadata are missing in many which makes them unfit for reuse. This system could be an important step towards eliminating this.","Overall evaluation: 2
Reviewer's confidence: 4
Recommend for best paper: no",2,,,,,2018-02-16,05:47,no,,51,14,339,Sandipan Sikdar,3,"(OVERALL EVALUATION) This paper proposes a community-driven data curation system to enhance data understandability and reusability. The system focuses on linking relevant literature to the data as use contextual information to help users understand the data. I think this could be a very useful system to the research community. Although there are only a handful of data repositories available, metadata are missing in many which makes them unfit for reuse. This system could be an important step towards eliminating this.","Overall evaluation: 2
Reviewer's confidence: 4
Recommend for best paper: no",2,,,,,2018-02-16,no
59,16,386,Anxxx Velxxxx,4,"(OVERALL EVALUATION) This paper should be of considerable interest to the JCDL community and I was compelled by the claims made for this work: a simple, easy to understand and effective author-name disambiguation.  

Although the overall method is pretty clear and offers a promising strategy to tackle this problem, I don't think that the paper lives up to it's claims of simplicity. The account of agglomerative clustering and its implementation are not obvious, the discussion of quality limits for clustering moves in section 3.6 sounds like the author(s) are convincing themselves that their formula for ""l"" just works and that the reader should just take it on faith that, for example ""the exact values [for alpha and beta] are not particularly important - only the order of magnitude"" and the Implementation details section is sparse.  The discussion of the experiments in section 4.4 leaves the impression that the authors have not had much time to systematically analyze the result to understand why their choices of alpha, beta and epsilon are effective.

In short - I think this approach to the problem is very promising and I trust that the author(s) are onto an effective strategy. However, as a long paper for this conference, I think this research isn't quite mature yet. For this conference, this paper might better be summarized for a short paper (without all the graphs etc.) and the final results published in journal with a proper comparison with the other methods mentioned in the literature review, in order to  substantiate the claims to simplicity and effectiveness.

Below are a few suggestions for improvement for the next version of this paper.

P. 1 Col 2. ""We note that when disambiguating a name {\it name}, we do not need to consider any other names {\it name'} (in) R""

I am not sure (a) I understand what that means or (b) why this is worthy of note.  Is it because other approaches (e.g. ones that use pair-wise comparisons of names) do not consider each name one at a time?

Since the authors of this paper seem to put some weight on their (simpler) approach.

P.2 Col 1. ""She shows that the extend of ambiguity has a direct influence on the scientic performance"" - typo with ""extend""

P.2 Col 1. ""They show among others that the top-ranked researchers are so high up the ranking due to a lack of author name disambiguation."" 

Suggest a rephrasing ""They show among other things that one reason that the top-ranked
researchers are so high up the ranking is due to the lack of author name disambiguation.""

P.2 contains four occurences of the phrase ""very good results"" or ""very good results"" to describe other researchers work but with no quantitative measures to back it up (except for one reference to and F1 measure).

P.2 Col 2. ""Depending on supervision and what they call ’rules’ renders their method rather complicated"".

What aspect of supervision makes their method complicated?  The fact that it *depends* on supervision or that their supervisory training method depends on 'rules'... I am willing to accept that the method is complicated but it isn't clear why.

P.2. Col 2. ""there is exactly one document d(x) that this mention appears on."" Suggest:
""there is exactly one document d(x) in which this mention appears.""

P.3. Col 1. ""All categories assigned to d(x)""... by whom? Elsevier's subject categories? It isn't clear from the description of Fcat(X) whether or not the authors of this article decided on the categories.  Same comment about keywords (although it seems likely that these are they keyword chosen by the articles' authors.

P.3. Col 1. ""All names given as authors of all documents d' referenced by d"".  Does this mean the same thing as ""All the names of the authors in the list of references in d"" or does it mean ""All the names of the authors in the list of references in d that are also authors in the collection.""?  In other words, are you considering author names for works referenced by d but which (the works) are not also in the collection you were studying?

P.3. Col 1. The sentence structure for Feature 8 is unclear.

Section 3.2 describing the Agglomerative clustering algorithm seems could be clarified to substantiate the claim in section 2 that ""blocking"" is being used. If, as the authors state in 3.2 ""the initial state where each mention x is in its own cluster C = {x}"" and ""Then, pairs (C,C') of clusters are merged"", surely this amounts to pairwise comparisons of {x} / {x'} in the limiting case where each cluster is a singleton of one.

(CONFIDENTIAL REMARKS FOR THE PROGRAM COMMITTEE) I didn't want to say it point-blank to the author(s) but it seems to me that there is a lot of ""hand-waving"" in this paper.  It also reads like ""notes to myself about why I did what I did"" rather than a research paper.","Overall evaluation: -2
Reviewer's confidence: 3
Recommend for best paper: no",-2,,,,,2018-02-17,16:27,no,,59,16,386,Andre Vellino,4,"(OVERALL EVALUATION) This paper should be of considerable interest to the JCDL community and I was compelled by the claims made for this work: a simple, easy to understand and effective author-name disambiguation.  

Although the overall method is pretty clear and offers a promising strategy to tackle this problem, I don't think that the paper lives up to it's claims of simplicity. The account of agglomerative clustering and its implementation are not obvious, the discussion of quality limits for clustering moves in section 3.6 sounds like the author(s) are convincing themselves that their formula for ""l"" just works and that the reader should just take it on faith that, for example ""the exact values [for alpha and beta] are not particularly important - only the order of magnitude"" and the Implementation details section is sparse.  The discussion of the experiments in section 4.4 leaves the impression that the authors have not had much time to systematically analyze the result to understand why their choices of alpha, beta and epsilon are effective.

In short - I think this approach to the problem is very promising and I trust that the author(s) are onto an effective strategy. However, as a long paper for this conference, I think this research isn't quite mature yet. For this conference, this paper might better be summarized for a short paper (without all the graphs etc.) and the final results published in journal with a proper comparison with the other methods mentioned in the literature review, in order to  substantiate the claims to simplicity and effectiveness.

Below are a few suggestions for improvement for the next version of this paper.

P. 1 Col 2. ""We note that when disambiguating a name {\it name}, we do not need to consider any other names {\it name'} (in) R""

I am not sure (a) I understand what that means or (b) why this is worthy of note.  Is it because other approaches (e.g. ones that use pair-wise comparisons of names) do not consider each name one at a time?

Since the authors of this paper seem to put some weight on their (simpler) approach.

P.2 Col 1. ""She shows that the extend of ambiguity has a direct influence on the scientic performance"" - typo with ""extend""

P.2 Col 1. ""They show among others that the top-ranked researchers are so high up the ranking due to a lack of author name disambiguation."" 

Suggest a rephrasing ""They show among other things that one reason that the top-ranked
researchers are so high up the ranking is due to the lack of author name disambiguation.""

P.2 contains four occurences of the phrase ""very good results"" or ""very good results"" to describe other researchers work but with no quantitative measures to back it up (except for one reference to and F1 measure).

P.2 Col 2. ""Depending on supervision and what they call ’rules’ renders their method rather complicated"".

What aspect of supervision makes their method complicated?  The fact that it *depends* on supervision or that their supervisory training method depends on 'rules'... I am willing to accept that the method is complicated but it isn't clear why.

P.2. Col 2. ""there is exactly one document d(x) that this mention appears on."" Suggest:
""there is exactly one document d(x) in which this mention appears.""

P.3. Col 1. ""All categories assigned to d(x)""... by whom? Elsevier's subject categories? It isn't clear from the description of Fcat(X) whether or not the authors of this article decided on the categories.  Same comment about keywords (although it seems likely that these are they keyword chosen by the articles' authors.

P.3. Col 1. ""All names given as authors of all documents d' referenced by d"".  Does this mean the same thing as ""All the names of the authors in the list of references in d"" or does it mean ""All the names of the authors in the list of references in d that are also authors in the collection.""?  In other words, are you considering author names for works referenced by d but which (the works) are not also in the collection you were studying?

P.3. Col 1. The sentence structure for Feature 8 is unclear.

Section 3.2 describing the Agglomerative clustering algorithm seems could be clarified to substantiate the claim in section 2 that ""blocking"" is being used. If, as the authors state in 3.2 ""the initial state where each mention x is in its own cluster C = {x}"" and ""Then, pairs (C,C') of clusters are merged"", surely this amounts to pairwise comparisons of {x} / {x'} in the limiting case where each cluster is a singleton of one.

(CONFIDENTIAL REMARKS FOR THE PROGRAM COMMITTEE) I didn't want to say it point-blank to the author(s) but it seems to me that there is a lot of ""hand-waving"" in this paper.  It also reads like ""notes to myself about why I did what I did"" rather than a research paper.","Overall evaluation: -2
Reviewer's confidence: 3
Recommend for best paper: no",-2,,,,,2018-02-17,no
71,21,20,Suxxx Alxxxx,1,"(OVERALL EVALUATION) relevance to JCDL: This study explores an important topic -- what metric companies can use as a guide for strategic decisions about research investments. Linking research and outcomes is important for all sectors and makes this relevant to JCDL. In addition the  research approach is likely of interest to the JCDL community.

 novelty/originality: The approach used by the researchers -- linking a comprehensive review of patents with revenue generation as reported in the Fortune 500 rankings is sound and extends work undertaken in the past. It does offer a novel approach adding the concept of temporal buckets.

 methodology: The methodology is well thought out and has checks in place to achieve rigor. The study works with a substantial dataset (2.6 million full txt articles and 93 million patent citations) and identifies rigorous processes including a full suite of preprocessing steps.

 style/quality of writing: This paper is very well written both in terms of its organization and style.  The argument is clearly stated following a logical progression that provides the reader with scaffolding for understanding the impetus for the work, the design of the research, the experimental setup and the results.  In addition the writing is easy to read with terms being defined and concepts being described in easy-to-understand language. 

evaluation: the study results are interesting and well presented. The possible explanations offer interesting analyses of the results and insights that are useful. The addition of case studies offers further insight and suggests the authors were working to triangulate results which adds further credibility to their work.

 replicability: The description of the study  appears to be thorough and explicit which suggests it would be replicable. For example the description of bucket construction, which is a unique piece of this study, appears to be sufficiently detailed for replication. I use the word ""appears"" since my own experience is that until replication is tried it is not possible to imagine every condition that may diminish replicability.

 adequacy of references: References are acceptable for this paper which wisely uses much of its specified space on this study after providing an adequate lit review to set context","Overall evaluation: 3
Reviewer's confidence: 4
Recommend for best paper: yes",3,,,,,2018-02-15,21:15,no,,71,21,20,Suzie Allard,1,"(OVERALL EVALUATION) relevance to JCDL: This study explores an important topic -- what metric companies can use as a guide for strategic decisions about research investments. Linking research and outcomes is important for all sectors and makes this relevant to JCDL. In addition the  research approach is likely of interest to the JCDL community.

 novelty/originality: The approach used by the researchers -- linking a comprehensive review of patents with revenue generation as reported in the Fortune 500 rankings is sound and extends work undertaken in the past. It does offer a novel approach adding the concept of temporal buckets.

 methodology: The methodology is well thought out and has checks in place to achieve rigor. The study works with a substantial dataset (2.6 million full txt articles and 93 million patent citations) and identifies rigorous processes including a full suite of preprocessing steps.

 style/quality of writing: This paper is very well written both in terms of its organization and style.  The argument is clearly stated following a logical progression that provides the reader with scaffolding for understanding the impetus for the work, the design of the research, the experimental setup and the results.  In addition the writing is easy to read with terms being defined and concepts being described in easy-to-understand language. 

evaluation: the study results are interesting and well presented. The possible explanations offer interesting analyses of the results and insights that are useful. The addition of case studies offers further insight and suggests the authors were working to triangulate results which adds further credibility to their work.

 replicability: The description of the study  appears to be thorough and explicit which suggests it would be replicable. For example the description of bucket construction, which is a unique piece of this study, appears to be sufficiently detailed for replication. I use the word ""appears"" since my own experience is that until replication is tried it is not possible to imagine every condition that may diminish replicability.

 adequacy of references: References are acceptable for this paper which wisely uses much of its specified space on this study after providing an adequate lit review to set context","Overall evaluation: 3
Reviewer's confidence: 4
Recommend for best paper: yes",3,,,,,2018-02-15,no
75,21,99,Jx Stexxxx,4,"(OVERALL EVALUATION) This is an interesting bibliometric analysis of the relationships among large corporations and patent production and use. As such, it definitely has many merits and has and audience that would appreciated it. However, after three readings of the paper, I cannot find myself making a case that this paper is in scope for JCDL. This paper is better suited for a informetrics conference or a business conference innovation conference.","Overall evaluation: -3
Reviewer's confidence: 5
Recommend for best paper: no",-3,,,,,2018-02-18,02:23,no,,75,21,99,J. Stephen Downie,4,"(OVERALL EVALUATION) This is an interesting bibliometric analysis of the relationships among large corporations and patent production and use. As such, it definitely has many merits and has and audience that would appreciated it. However, after three readings of the paper, I cannot find myself making a case that this paper is in scope for JCDL. This paper is better suited for a informetrics conference or a business conference innovation conference.","Overall evaluation: -3
Reviewer's confidence: 5
Recommend for best paper: no",-3,,,,,2018-02-18,no
78,22,10,Maxx Agxxx,2,"(OVERALL EVALUATION) The research topic is relevant to JCDL and literature is well reviewed. 

Research hypotheses look reasonable and interesting, but the survey design doesn’t look fit very well for the research questions. The fact that all of the 30 participants are graduate students (22 master degree holder and 8 PhD candidate, and 14 participants major in social science) means that they are likely to have higher information literacy than the general public and to be critical to the rumors, thus they are unlikely to share general attitude toward online health rumors, as the authors briefly mentioned. Therefore, a direct comparison between precedent studies is difficult. Making a similar survey with younger students with presumably lower information literacy and comparing the result with that of the present study would give insight into a role of information literacy education. 

The selection of the rumors used in the survey requires a more detailed explanation, especially because the rumors database (reference 33) is not accessible. Authors used such a broad word “health” as a keyword and“randomly” selected rumors “which include the proposed rumor presentation (picture, verification or hyperlink)”, but a criteria for selection, for example, the number of comments/retweets, classification of dread rumors and wish rumors (which are common classification for online health rumors), or categories of the health topic (such as dentists, beauty care, child care, diseases of aging people, etc.) could have improved the survey plan and been useful for data analysis. 

With these limitations in mind, the present study still gives us a useful piece of knowledge about relationship between users’ trust in online health rumors and rumor presentation.

A little work for the presentation of the article would be required; tables shouldn’t divided into different pages/columns (tables 1 and 2), figures in table 3 should be right-aligned, the caption for the figure 3 should be beneath the figure rather than in the next column, and contents of sections 3.1 and 3.2 are partially redundant.","Overall evaluation: 1
Reviewer's confidence: 3
Recommend for best paper: no",1,,,,,2018-02-13,05:11,no,,78,22,10,Mari Agata,2,"(OVERALL EVALUATION) The research topic is relevant to JCDL and literature is well reviewed. 

Research hypotheses look reasonable and interesting, but the survey design doesn’t look fit very well for the research questions. The fact that all of the 30 participants are graduate students (22 master degree holder and 8 PhD candidate, and 14 participants major in social science) means that they are likely to have higher information literacy than the general public and to be critical to the rumors, thus they are unlikely to share general attitude toward online health rumors, as the authors briefly mentioned. Therefore, a direct comparison between precedent studies is difficult. Making a similar survey with younger students with presumably lower information literacy and comparing the result with that of the present study would give insight into a role of information literacy education. 

The selection of the rumors used in the survey requires a more detailed explanation, especially because the rumors database (reference 33) is not accessible. Authors used such a broad word “health” as a keyword and“randomly” selected rumors “which include the proposed rumor presentation (picture, verification or hyperlink)”, but a criteria for selection, for example, the number of comments/retweets, classification of dread rumors and wish rumors (which are common classification for online health rumors), or categories of the health topic (such as dentists, beauty care, child care, diseases of aging people, etc.) could have improved the survey plan and been useful for data analysis. 

With these limitations in mind, the present study still gives us a useful piece of knowledge about relationship between users’ trust in online health rumors and rumor presentation.

A little work for the presentation of the article would be required; tables shouldn’t divided into different pages/columns (tables 1 and 2), figures in table 3 should be right-aligned, the caption for the figure 3 should be beneath the figure rather than in the next column, and contents of sections 3.1 and 3.2 are partially redundant.","Overall evaluation: 1
Reviewer's confidence: 3
Recommend for best paper: no",1,,,,,2018-02-13,no
79,22,10,Maxx Agxxx,2,"(OVERALL EVALUATION) The research topic is relevant to JCDL and literature is well reviewed. 

Research hypotheses look reasonable and interesting, but the survey design doesn’t look fit very well for the research questions. The fact that all of the 30 participants are graduate students (22 master degree holder and 8 PhD candidate, and 14 participants major in social science) means that they are likely to have higher information literacy than the general public and to be critical to the rumors, thus they are unlikely to share general attitude toward online health rumors, as the authors briefly mentioned. Therefore, a direct comparison between precedent studies is difficult. Making a similar survey with younger students with presumably lower information literacy and comparing the result with that of the present study would give insight into a role of information literacy education. 

The selection of the rumors used in the survey requires a more detailed explanation, especially because the rumors database (reference 33) is not accessible. Authors used such a broad word “health” as a keyword and“randomly” selected rumors “which include the proposed rumor presentation (picture, verification or hyperlink)”, but a criteria for selection, for example, the number of comments/retweets, classification of dread rumors and wish rumors (which are common classification for online health rumors), or categories of the health topic (such as dentists, beauty care, child care, diseases of aging people, etc.) could have improved the survey plan and been useful for data analysis. 

A little work for the presentation of the article would be required; tables shouldn’t divided into different pages/columns (tables 1 and 2), figures in table 3 should be right-aligned, the caption for the figure 3 should be beneath the figure rather than in the next column, and contents of sections 3.1 and 3.2 are partially redundant.","Overall evaluation: 1
Reviewer's confidence: 3
Recommend for best paper: no",1,,,,,2018-02-13,05:48,no,,79,22,10,Mari Agata,2,"(OVERALL EVALUATION) The research topic is relevant to JCDL and literature is well reviewed. 

Research hypotheses look reasonable and interesting, but the survey design doesn’t look fit very well for the research questions. The fact that all of the 30 participants are graduate students (22 master degree holder and 8 PhD candidate, and 14 participants major in social science) means that they are likely to have higher information literacy than the general public and to be critical to the rumors, thus they are unlikely to share general attitude toward online health rumors, as the authors briefly mentioned. Therefore, a direct comparison between precedent studies is difficult. Making a similar survey with younger students with presumably lower information literacy and comparing the result with that of the present study would give insight into a role of information literacy education. 

The selection of the rumors used in the survey requires a more detailed explanation, especially because the rumors database (reference 33) is not accessible. Authors used such a broad word “health” as a keyword and“randomly” selected rumors “which include the proposed rumor presentation (picture, verification or hyperlink)”, but a criteria for selection, for example, the number of comments/retweets, classification of dread rumors and wish rumors (which are common classification for online health rumors), or categories of the health topic (such as dentists, beauty care, child care, diseases of aging people, etc.) could have improved the survey plan and been useful for data analysis. 

A little work for the presentation of the article would be required; tables shouldn’t divided into different pages/columns (tables 1 and 2), figures in table 3 should be right-aligned, the caption for the figure 3 should be beneath the figure rather than in the next column, and contents of sections 3.1 and 3.2 are partially redundant.","Overall evaluation: 1
Reviewer's confidence: 3
Recommend for best paper: no",1,,,,,2018-02-13,no
84,23,60,Joxx Hx,3,"(OVERALL EVALUATION) The paper describes a mapping between ontological concepts and the object-oriented model. The goal of the authors is to provide rich descriptions of real life objects, based on the Human Activities and Infrastructures Foundry of ontologies. There is a good intellectual work behind the paper, that follows previous works of the authors. HOwever, the paper includes several inconsistencies from the object-oriented perspective that need to be pointed out.

First of all, the paper is confusing and merges concepts of very different levels of abstraction without providing a clear rationale. 
The goal of the work is very ambitious since the authors try to build structured models of complex historical situations. They propose to use the conceptualization made in the HAIF, which seems to be a good option. However, at the same time, they put the focus on how its concepts map to Object-oriented concepts, making assumptions that are not exact. For instance, the authors claim that the goal of encapsulation in object-oriented programming is pairing of objects with methods, which is too simplistic and out of focus. Encapsulation is a programming technique used to ensure information hiding as a way of reducing coupling between modules, and later classes, in classical programming languages. Pairing objects woth methods would be a mean to ensure encapsulation, but not a goal on itself.

Quallities are clearly properties of objects that, surprisingly, are not mapped to attributes in object-orientes languages. Relational qualities, in turn, could be seen as associations (in UML terminology). Finally, there is another mistake when the authors associate UML with BPMN. There are completely different notations. In fact, UML has a much woder scope than BPMN, to the point that the so-called Diagram activity in UML covers the same domain as BPMN, namely process modelling.

There is extensive literature on formal and object oriented modelling languages proposed in the early 1990s that explored the view of objects as observable processes. H. D. Erich, A. Sernadas, G. Saake and others developed families of languages that covered this view). Also, Yair Wand published a famous paper where he defined a direct mappingbetween the Mario BUnge’s ontology and the OO model:

An ontological model of an information system
Y Wand, R Weber - IEEE transactions on software engineering, 1990

(CONFIDENTIAL REMARKS FOR THE PROGRAM COMMITTEE) The paper is confusing, with notorius inconsistencies regarding the Object oriented model.","Overall evaluation: -2
Reviewer's confidence: 4
Recommend for best paper: no",-2,,,,,2018-02-14,17:24,no,,84,23,60,Jose H. Canós-Cerdá,3,"(OVERALL EVALUATION) The paper describes a mapping between ontological concepts and the object-oriented model. The goal of the authors is to provide rich descriptions of real life objects, based on the Human Activities and Infrastructures Foundry of ontologies. There is a good intellectual work behind the paper, that follows previous works of the authors. HOwever, the paper includes several inconsistencies from the object-oriented perspective that need to be pointed out.

First of all, the paper is confusing and merges concepts of very different levels of abstraction without providing a clear rationale. 
The goal of the work is very ambitious since the authors try to build structured models of complex historical situations. They propose to use the conceptualization made in the HAIF, which seems to be a good option. However, at the same time, they put the focus on how its concepts map to Object-oriented concepts, making assumptions that are not exact. For instance, the authors claim that the goal of encapsulation in object-oriented programming is pairing of objects with methods, which is too simplistic and out of focus. Encapsulation is a programming technique used to ensure information hiding as a way of reducing coupling between modules, and later classes, in classical programming languages. Pairing objects woth methods would be a mean to ensure encapsulation, but not a goal on itself.

Quallities are clearly properties of objects that, surprisingly, are not mapped to attributes in object-orientes languages. Relational qualities, in turn, could be seen as associations (in UML terminology). Finally, there is another mistake when the authors associate UML with BPMN. There are completely different notations. In fact, UML has a much woder scope than BPMN, to the point that the so-called Diagram activity in UML covers the same domain as BPMN, namely process modelling.

There is extensive literature on formal and object oriented modelling languages proposed in the early 1990s that explored the view of objects as observable processes. H. D. Erich, A. Sernadas, G. Saake and others developed families of languages that covered this view). Also, Yair Wand published a famous paper where he defined a direct mappingbetween the Mario BUnge’s ontology and the OO model:

An ontological model of an information system
Y Wand, R Weber - IEEE transactions on software engineering, 1990

(CONFIDENTIAL REMARKS FOR THE PROGRAM COMMITTEE) The paper is confusing, with notorius inconsistencies regarding the Object oriented model.","Overall evaluation: -2
Reviewer's confidence: 4
Recommend for best paper: no",-2,,,,,2018-02-14,no
87,24,148,Sujxxxx Dxx,1,"(OVERALL EVALUATION) The proposed topic is of interest to the JCDL community and as the authors point out, the number of images being made available online and part of digital library collections is increasing.

Consequently, it is good to have a venue where people working on related topics and listed problems can gather to discuss status of research, practical aspects, and commercial solutions in these areas.

The workshop proposal should include details on whether this specific workshops or very similar ones have been held before. In particular, were the listed authors involved in similar workshop organization. It is also important to include short bios of the proposers to enable reviewers to gauge without too much effort whether the proposers have requisite background and expertise for holding such a workshop.

(CONFIDENTIAL REMARKS FOR THE PROGRAM COMMITTEE) The workshop sounds interesting and will be of value to the JCDL community.
However, I could not figure out the proposers' background and expertise on these specific topics and if they have organized similar workshops previously.","Overall evaluation: 1
Reviewer's confidence: 4",1,,,,,2018-01-25,04:43,no,,87,24,148,Sujatha Das Gollapalli,1,"(OVERALL EVALUATION) The proposed topic is of interest to the JCDL community and as the authors point out, the number of images being made available online and part of digital library collections is increasing.

Consequently, it is good to have a venue where people working on related topics and listed problems can gather to discuss status of research, practical aspects, and commercial solutions in these areas.

The workshop proposal should include details on whether this specific workshops or very similar ones have been held before. In particular, were the listed authors involved in similar workshop organization. It is also important to include short bios of the proposers to enable reviewers to gauge without too much effort whether the proposers have requisite background and expertise for holding such a workshop.

(CONFIDENTIAL REMARKS FOR THE PROGRAM COMMITTEE) The workshop sounds interesting and will be of value to the JCDL community.
However, I could not figure out the proposers' background and expertise on these specific topics and if they have organized similar workshops previously.","Overall evaluation: 1
Reviewer's confidence: 4",1,,,,,2018-01-25,no
96,26,397,Nicxxxxx Woxxx,3,"(OVERALL EVALUATION) The authors are reporting on a national initiative to establish a theoretical framework for developing digital scholarship services within Chinese university libraries. The initiative itself could be relevant to JCDL audiences; however, the content of this paper is mostly a preliminary literature review. There are distracting grammatical errors and the discussion is fairly short. Table 1 wastes space that could be used for more detailed discussion. There is nothing novel or original in the conclusion. There is little regarding the unique or interesting factors affecting providing digital scholarship services in China. As the authors note, further empirical work needs to be done to support their framework.","Overall evaluation: 2
Reviewer's confidence: 4
Recommend for best paper: no",2,,,,,2018-02-15,19:39,no,,96,26,397,Nicholas Worby,3,"(OVERALL EVALUATION) The authors are reporting on a national initiative to establish a theoretical framework for developing digital scholarship services within Chinese university libraries. The initiative itself could be relevant to JCDL audiences; however, the content of this paper is mostly a preliminary literature review. There are distracting grammatical errors and the discussion is fairly short. Table 1 wastes space that could be used for more detailed discussion. There is nothing novel or original in the conclusion. There is little regarding the unique or interesting factors affecting providing digital scholarship services in China. As the authors note, further empirical work needs to be done to support their framework.","Overall evaluation: 2
Reviewer's confidence: 4
Recommend for best paper: no",2,,,,,2018-02-15,no
102,28,413,Wexxxx Xx,2,"(OVERALL EVALUATION) This paper presented an investigation of introducing sentiment of a citation into the ranking of scientific papers. The paper first investigated methods of assessing a sentimental score for each citation sentences. Then the authors proposed two basic ranking schema and compared ranking results with/without considering sentiment score. Finally, the impact of the sentiment influence in the index is closely inspected with one paper as an example. 

The paper is generally well written with experiments towards sentiment analysis accuracy and differences of ranking results. But the overall contribution and conclusion are not clearly presented due to the list of concerns listed as follows. 

- The sentiment analysis accuracy is about 80.61% which doesn't seem very high. The author also did not compare their results with other approaches. As an active research field, many open source packages and pre-trained models are available to support sentiment analysis. The author should consider adding comparisons of their proposed method with some established one, such as Stanford coreNLP for sentiment analysis.  This can help authors better understand their accuracy results and contributions. 

-  The author trained and tuned based on a smaller curated dataset (corpus 1) and applied it to a larger corpus. As shown in table 1, the distribution of positive/negative instances is quite different between two corpora. Additional explanation and analysis may be needed. One potential reason is due to the bias introduced by oversampling of minority classes. 

- The comparison results of different ranking results may need more discussion. What is the goal of such comparisons?  It is not clear what conclusion authors trying to draw besides the four indexes are different. On the other hand, how the sentiment scores are introduced to build indices are not clearly presented. Different weighting schema used may change the ranking results greatly. 

- The analysis of example paper also seems inclusive. Introducing the sentiment score displayed different impacts in different indexing schema. The research questions 3 need further studies.","Overall evaluation: 0
Reviewer's confidence: 4
Recommend for best paper: no",0,,,,,2018-02-16,06:56,no,,102,28,413,Weijia Xu,2,"(OVERALL EVALUATION) This paper presented an investigation of introducing sentiment of a citation into the ranking of scientific papers. The paper first investigated methods of assessing a sentimental score for each citation sentences. Then the authors proposed two basic ranking schema and compared ranking results with/without considering sentiment score. Finally, the impact of the sentiment influence in the index is closely inspected with one paper as an example. 

The paper is generally well written with experiments towards sentiment analysis accuracy and differences of ranking results. But the overall contribution and conclusion are not clearly presented due to the list of concerns listed as follows. 

- The sentiment analysis accuracy is about 80.61% which doesn't seem very high. The author also did not compare their results with other approaches. As an active research field, many open source packages and pre-trained models are available to support sentiment analysis. The author should consider adding comparisons of their proposed method with some established one, such as Stanford coreNLP for sentiment analysis.  This can help authors better understand their accuracy results and contributions. 

-  The author trained and tuned based on a smaller curated dataset (corpus 1) and applied it to a larger corpus. As shown in table 1, the distribution of positive/negative instances is quite different between two corpora. Additional explanation and analysis may be needed. One potential reason is due to the bias introduced by oversampling of minority classes. 

- The comparison results of different ranking results may need more discussion. What is the goal of such comparisons?  It is not clear what conclusion authors trying to draw besides the four indexes are different. On the other hand, how the sentiment scores are introduced to build indices are not clearly presented. Different weighting schema used may change the ranking results greatly. 

- The analysis of example paper also seems inclusive. Introducing the sentiment score displayed different impacts in different indexing schema. The research questions 3 need further studies.","Overall evaluation: 0
Reviewer's confidence: 4
Recommend for best paper: no",0,,,,,2018-02-16,no
123,37,189,Nabxxxx Jaxxxx,3,(OVERALL EVALUATION) The paper introduces the concept of Micrawler and how can it be beneficial to Micro Archives. It gives a good overview of the architecture. The methodology is well defined. The author talks about the opportunities and ends the paper with a nice conclusion.,"Overall evaluation: 2
Reviewer's confidence: 3
Recommend for best paper: no",2,,,,,2018-02-15,19:12,no,,123,37,189,Nabeela Jaffer,3,(OVERALL EVALUATION) The paper introduces the concept of Micrawler and how can it be beneficial to Micro Archives. It gives a good overview of the architecture. The methodology is well defined. The author talks about the opportunities and ends the paper with a nice conclusion.,"Overall evaluation: 2
Reviewer's confidence: 3
Recommend for best paper: no",2,,,,,2018-02-15,no
